ID;sentimentScore;isMatch;text
8.69E+22;1;1;Herzliche Einladung an alle Interessierten. https://t.co/lzDe6SGUSr
8.76E+22;1;1;Bester Mann <U+2764><U+FE0F>#NoIB #B1706 https://t.co/hotpRlhkDr
8.33E+21;1;1;Schönen Sonntag allerseits! #Schulzzug @spdbt @spdde https://t.co/AfqHYAHdMi
8.69E+22;1;1;Bildung statt Waffen! https://t.co/QR6T6Gtmih
8.83E+21;1;1;15 Jahre Tschechow-Theater #mahe -Herzlichen Glückwunsch auch von @PetraPauMaHe @julia_witt https://t.co/Wc7oQTlbc4
8.63E+22;1;1;Guten Morgen! <ed><U+00A0><U+00BC><ed><U+00BC><U+00A4><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BD><ed><U+00B8><U+0083> Heute zum Infostand in #Neviges  Büro in #Velbert  Ministerin Nahles #Heiligenhaus und Sportlerehrung in #Erkrath. #NRWIR
8.29E+22;1;1;Alles Gute zum Geburtstag  liebe Malu #Dreyer! Danke  dass Du bist  wie Du bist: eine super Ministerpräsidentin u ein wunderbarer Mensch!<ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BC><ed><U+00BE><U+0088>
8.22E+22;1;1;Hat Spaß gemacht gestern bei #whatsnext.     #Digitalisierung https://t.co/I2pxfYo75h
8.51E+21;1;1;Guten Morgen  @sachsenanhalt ! https://t.co/HuBzzq4nGD
8.41E+22;1;0.5;@ottobuch danke
8.66E+22;1;1;DEUTSCHER FUSSBALLMEISTER! #FCBayern #Mia5anMia https://t.co/BYBO0p1Aa8
9.04E+21;1;0.5;Irgendjemand verstanden  was die SPD in der Familienpolitik machen will? @CDU ganz klar: Kindergeld und -Freibetrag erhöhen! Für alle!
9.11E+22;1;1;Viel Lob von @Doro_Martin für die @DigiWomenDE heute im Abendblatt! Weiter so  @ChristianeAhoi  -) https://t.co/C6E3KF8hcF
9.14E+22;1;1;Ich sage: #DANKE!!!https://t.co/0pVneqXwTC#afd #btw #btw17 #btw2017
9.13E+22;1;1;Ein lieber Freund und Genosse geht in Rente. 20 Jahre Einsatz für Solidarität für Gerechtigkeit und Frieden. Die SPD SH sagt Danke!
8.81E+22;1;1;Die #EheFürAlle wurde soeben mit 393 zu 226 beschlossen. Das zeigt auch  was ein Mitte-Links-Bündnis bewegen kann. <ed><U+00A0><U+00BC><ed><U+00BC><U+0088> #r2g
9.13E+22;1;1;Zum ersten Mal steht eine Frau an der Spitze der @spdbt. Herzlichen Glückwunsch  Andrea Nahles!
8.45E+22;1;1;Lieber Herr Gauck  Sie waren 5 J lang unser aller Präsident. Sie haben D großartig repräsentiert. Danke für eine wunderbare Zeit!Alles Gute!
9.14E+22;1;1;@Volker_Beck Glückwünsche und von Herzen alles Gute für euch zwei!
8.96E+22;1;1;Ohne Bücher wäre ich heute nicht der  der ich bin. Es ist gewaltig  wie viel Kraft zwischen zwei Buchdeckeln steckt. #TagderBuchliebhaber
8.47E+22;1;1;Zukunft wird aus Mut gemacht. <f0><U+009F><U+0091><U+008C>@diebeginner @cem_oezdemir @GoeringEckardt <f0><U+009F><U+00A6><U+008A><f0><U+009F><U+0092><U+00AA> https://t.co/C3XNuTQKPg
8.50E+22;1;1;Unbezahlbar und freiwillig arbeiten viele Menschen ehrenamtlich. Das ist gut und kennzeichnend für unser Land. #Juleica #…
8.63E+22;1;1;Guten Tag aus #Rostock vom #Landeparteitag der @SPDMV! Herzlichen Glückwunsch #ErwinSellering zur Wiederwahl! https://t.co/PbTKUJ11ct
8.57E+22;1;1;Freue mich  dass sich so viele Vereine/Mannschaften an unserer #Organspende-Aktion mit dem Bayerischer Fußball-Verband e.V. beteiligen!
8.64E+22;1;1;@Digital_RobertS Vielen Dank @Digital_RobertS!
8.69E+22;1;0;Wildstaudenbeet anlegen: Bunte Blütenpracht fürs Auge und ein reiches Nahrungsangebot für Insekten <f0><U+009F><U+0090><U+009D> #gönndirgarten https://t
8.90E+22;1;0.5;Großer Dank von MOBIT an die Zivilgesellschaft in #themar #idz #the1507
9.06E+22;1;0.5;Klarer Kurs zahlt sich aus. GRÜNE in #Niedersachsen dritte Kraft und zweistellig. Da geht noch was! https://t.co/KJTVRwHuFR
8.24E+22;1;1;Gute &amp  richtige Entscheidung der FDP. Danke! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> https://t.co/zjclGMCNdP
8.74E+22;1;1;Hierfür liebe ich Claudia! https://t.co/sSmk62CDGL
8.76E+22;1;0.5;Der sittliche Mensch liebt seine Seele  der gewöhnliche sein Eigentum.*Konfuzius*
8.99E+22;1;0.5;Was uns nicht umbringt macht uns nur noch härter! https://t.co/h9e8V2CyDF
8.82E+22;1;1;Guten Morgen. Nach einem wunderbaren Sonntag mit einer großen Familienfeier geht es jetzt nach Berlin.
8.80E+22;1;1;.@Gruene_Wupper Glückwunsch Euch beiden! Gut für #wuppertal gut für #Grüne
8.91E+22;1;1;Nicht nur beim Platzausbau  sondern auch beim Personalschlüssel geht es voran. Gut so für die Kinder und Familien! https://t.co/1sbJMiySQR
9.02E+22;1;1;Zusammenhalt  Wohlstand und Sicherheit - das macht für Angela Merkel #fedidwgugl aus. #Sommerinterview
8.81E+21;1;1;Geschafft! 393 Stimmen für #Ehefueralle Und ja  nicht alle wollen heiraten. Aber alle  die es wollen  sollen es auch dürfen!!!
8.32E+22;1;1;Herzlichen Glückwunsch und Gutes Gelingen unserer neuen #Doppelspitze mit @KathaSchulze und @LudwigHartmann!
9.12E+21;1;1;Herzlichen Glückwunsch an unsere beiden direkt gewählten Bundestagsabgeordneten Patricia Lips und Björn Simon! https://t.co/64PpWJGLvZ
8.36E+22;1;1;Einen guten Start in die Woche Euch allen. Auf zu neuen Taten. #afdberlin
9.04E+22;1;0;Das Schlusswort von #Schulz war die Krönung seines Auftritts. #grottig
8.81E+22;1;1;Einhundertprozentige Zustimmung. https://t.co/sC444DUovM
8.76E+20;1;1;Herzlichen Glückwunsch und viel Erfolg! https://t.co/HxXeHCNVeS
9.13E+22;1;1;Ich freue mich dass ich meinen Wahlkreis wieder im Bundestag vertreten darf und auf die Zusammenarbeit mit den Kol
8.80E+22;1;1;Ich freue mich auf das neue Amt und das große Vertrauen meiner Kolleginnen und Kollegen! <f0><U+009F><U+0098><U+008A> https://t.co/zWEPWG7g5W
8.45E+22;1;1;Der mutige Bundespräsident zur richtigen Zeit! https://t.co/gr9AjkKg7G
9.02E+22;1;1;Gute Aktion. Bin dabei https://t.co/GMw9E8gnKI
8.31E+22;1;1;Super für NRW: Projekt Schule ohne #Rassismus wird weitergeführt und ausgeweitet! Danke @SylviaLoehrmann! https://t.co/NdMR3eiDxZ via @wdr
9.01E+22;1;1;Gute Besserung allen! https://t.co/DTXyEkvQSf
8.57E+22;1;1;Ihr habt Euch lange auf Eure Prüfungen vorbereitet. Heute geht es los und wir wünschen Euch viel Erfolg!
8.62E+22;1;0.5;Feierabend https://t.co/ZfyPAjHhcE
9.04E+22;1;1;Schon zum 34. Mal verwandeln Meckesheimer Vereine die Bahnhofstraße in ein Straßenfest. Ganz starke Leistung!
8.38E+22;1;1;@eikeklapper Glückwunsch. Quasi ein Sieg. @katarinabarley @MartinSchulz
9.12E+22;1;1;SPD wird für Toleranz Respekt und Gemeinsinn kämpfen. Mit weniger Prozent als erhofft. Aber entschlossen gegen die neuen Rechten.
8.36E+22;1;1;Korso &amp Kundgebung werden zusammengeführt! Daher Beginn Kundgebung um 18:00 Uhr vor der Türkischen Botschaft! #FreeDeniz! #FreedomForPress
8.27E+22;1;1;Danke für das spannende Gespräche #generationzkanndochwas https://t.co/UAU3FUyzzt
8.84E+22;1;1;Mein Dank gilt allen Polizistinnen und Polizisten besonders denen aus #NRW die bei #G20Hamburg Freiheit u Sicherheit schützen @NRWpunktDE
8.26E+22;1;1;Herzlichen Glückwunsch an @KS_MdL zur Berufung als neue Integrationsbeauftragte! https://t.co/5iqfP3PRqW
9.06E+22;1;1;Ich hoffe das bleibt auch weiter so! Christlich-jüdische Kultur bleibt „für unser Land bestimmend“ #Merkel #BTW2017 ht
8.37E+22;1;1;Mit @dielinkeberlin lebt man länger. Herzlichen Glückwunsch zum 105. Geburtstag Margarethe Knapp <f0><U+009F><U+0098><U+008A>. Mögest du noch https://t.co/lT1vSDTS2C
9.13E+22;-0,5;1;Holla die Waldfee - #Ancelotti weg. Der Kader wird dadurch aber nicht besser. https://t.co/IMOqNx7DIf
8.39E+22;-0,5;1;Warum darf dieser Türkei-Hetzer bei uns sprechen? @BILD https://t.co/ojlfMCPMX5
9.04E+22;-0,5;0.5;Nur noch peinlich. Schulz und seine SPD bekommen gar nix auf die Kette: https://t.co/AgMTSiTSXx #btw17 #fedidwgugl #fakenews
9.16E+22;-0,5;1;.@BVG_Ubahn fährt. Leider ohne uns. #überfüllt @StefanGelbhaar https://t.co/fpcm7PLtjz
9.09E+22;-0,5;1;SPD-Politiker von Dohnanyi hält Schulz im Moment für nicht wählbar https://t.co/HeVJ8PNPuw https://t.co/wT5iR4OzT0
8.57E+22;-0,5;1;In Fuhlsbüttel lässt die #Saga Häuser verfallen  um sie abreißen zu können. Den Anwohnern gefällt das nicht: https://t.…
9.05E+22;-0,5;1;Gesetzlich Versicherte warten immer länger auf Facharzttermine. Die #Bürgerversicherung schafft eine gute Versorgung f…
8.97E+22;-0,5;1;@Holger_Arppe wenn sie nichts anderes können  als persönlich beleidigend zu werden  bestätigen sie alle meine vorurteile. und tschüß!
8.24E+22;-0,5;0.5;Nur durch klare Verbote für #Waffenexporte wird nicht länger den Tod aus Deutschland in alle Welt exportiert.… https://t.co/RHu2rXWicT
8.76E+22;-0,5;1;https://t.co/mRXQqKO2GKLinker Terror und kein Ende. Dazu der verlängerte Arm der Chaoten im Senat. Berlin 2017! Was machen Sie Herr #Geisel
8.80E+22;-0,5;1;Fette Klatsche für die #Überwachungspolitik der #GroKo #SPD #CDU #CSU - Die Bundesnetzagentur setzt Umsetzung der #VDS aus
8.40E+22;-0,5;0;Türkei plant 30 Wahlkampf- Auftritte in Deutschland! @BILD https://t.co/e554XjhZyq
9.04E+22;-0,5;1;Mit MfS  Stasi und Konsorten kennen sich die Linken ja bestens  aus   ) Darum am 24.9. #AfD   #TrauDichDeutschland
8.57E+22;-0,5;1;Das Problem ist nicht die #Kriminalität der #Zuwanderer  sondern die Bedingungen  in denen sie leben! #BKA https://t.co/SDtxbDpdQQ
8.33E+22;-0,5;1;Schulz schickte seinen Vertrauten persönlich auf Dauerdienstreise - SPIEGEL ONLINE - Nachrichten - Politik https://t.co/p5DTQ91Glc
8.52E+22;-0,5;1;Ich setze mich dafür ein  dass es keine beliebige #Zwangsbehandlungen geben darf: https://t.co/LTph5oOeLX
8.52E+21;-0,5;0;Der IWF lässt seine Beteiligung an neuen Finanzhilfen für Griechenland weiter offen. https://t.co/0TwIN3HAEl
8.98E+22;-0,5;1;@tagesspiegel JA zur #Tegel-Nachnutzung  NEIN zu #FDP-Populismus  Umweltverschmutzung und dauerhafter Verlärmung.
9.10E+22;-0,5;1;Die SPD lässt die Städte und Gemeinden im Land hängen. Klartext des Rechnungshofs: https://t.co/hDwLFS1uru
8.77E+22;-0,5;1;Ich versteh eure heutigen Twitter Wars nicht aber ich bin auch zu müde um nachzulesen. https://t.co/8EGoJv2mnf
8.74E+22;-0,5;1;Wir brauchen endlich weniger Gülle auf den Äckern und ein Ende der Massenhaltung in den Ställen
8.91E+22;-0,5;1;Schlechte Bilanz von #CDU und #SPD bei den Landwirten. Nur 4 Prozent finden Agrarpolitik der #Groko gut. https://t.co/gYYxaC2Tn1
8.60E+21;-0,5;1;Wir dürfen nicht zulassen  dass auf dt. Boden über ein Instrument für d. Tod u. gg. d. Recht auf Leben abgestimmt wird! #türkei #todesstrafe
8.40E+22;-0,5;0;Ein Problem aus unserer Sicht: die viel zu niedrige Investitionsquote des Landes  die durch die Zuführungen
9.07E+21;-0,5;1;Biederfrau als Brandstifterin? Wie rassistisch und völkisch denken @Alice_Weidel und Teile der AfD wirklich? Muss jeder vor der Wahl wissen!
8.61E+22;-0,5;1;Hans Erxleben: Unbekannte lockern Radmuttern an Auto des Linke-Politikers - Solidarität mit Hans. Aufklärung sofort! https://t.co/CUUtThWZXy
8.86E+21;-0,5;1;„Magdeburg ist nicht so schön wie Dresden  aber in Magdeburg spürte man mehr Bewegung. https://t.co/DYFS17Ptth
9.11E+22;-0,5;1;#Gysi: Europäische #Linke verurteilt Verhaftungen und Beschlagnahmungen durch die Guardia Civil in #Katalonien
8.45E+22;-0,5;1;Genau! Abschiebestopp ohne Rechtsgrund verletzt Vertrauen in den Rechtsstaat. https://t.co/YXvK0NqqyS
8.60E+22;-0,5;1;#LinkerFeminismus!KeinNebenwiderspruch+nicht schuld am Rechtspopulismus.Antworten auf alten aber aktuellen Vorwurf:https://t.co/RyIcvN8Hyr
8.67E+22;-0,5;1;#ERROR!
8.33E+22;-0,5;1;@turbopowerman @hasannibirguel  so an der Wand  dass Sie verleumden müssen? @SPIEGELONLINE
8.80E+22;-0,5;1;Leider gibt es viele Männer  die sehr viele Aufsichtsrat-Mandate annehmen. Das ist eigentlich nicht der Sinn der Sache
9.11E+22;-0,5;1;Richter disst Tierschutzaktivisten: Sitzblockierer „in der Tradition der SA“ - taz.de https://t.co/xgk9RbTla1
9.08E+22;-0,5;1;Wir brauchen kein Schengen für alle  sondern effektiven Grenzschutz  keinen Euro für alle  sondern Haushaltsdisziplin in ganz Europa.
9.09E+21;-0,5;1;Diese neue Rechte wird immer mehr zur alten Rechten. Alt right becoming old right. #AfD #Gauland https://t.co/H8fFq4FjIc
9.00E+22;-0,5;1;@klauslederer weist eindeutig #BDS Boykott zurück bei der Eröffnung der #Pop-Kultur https://t.co/0XkzxQpLSG
8.86E+22;-0,5;0;Weil er abwesende linke Feministinnen + Entrüstungssturm gg.über denen sah  die sich für ein Verbot +
8.83E+22;-0,5;1;AfD-Abgeordneter beklagt  dass unsere Partei zu Protesten gegen Zwangsräumungen aufruft. #mimimi #agh
8.80E+22;-0,5;1;Landed in Berlin. Unwetterwarnung! Flughafen hat Service eingestellt. Wir dürfen nicht aussteigen.Da tagt die… https://t.co/WTgBPZtHbk
8.33E+22;-0,5;1;Unser Planet geht vor die Hunde  aber für diese Bundesregierung ist #Klimaschutz überhaupt kein Thema mehr https://t.co/KmCoAUoKWJ
9.03E+20;-0,5;1;#Altersarmut bedroht immer mehr &amp  vor allem Frauen. Die #Garantierente ermöglicht einfach &amp  unbürokratisch 
8.78E+22;-0,5;1;Wer in der #Demokratie schläft  wacht in der #Diktatur auf. #CDU #CSU #SPD https://t.co/eANZK2SiTe
9.17E+21;-0,5;1;#CSU will bürgerlich-konservative Erneuerung der #Union u. setzt auf Rechtsruck. Damit stärkt sie die #AfD u. spaltet Gesellschaft weiter.
8.98E+22;-0,5;0;<f0><U+009F><U+008D><U+00BE><f0><U+009F><U+008E><U+0089><f0><U+009F><U+008F><U+0085>Wunder gibt es immer wieder: Petry-Twitter-Account nun endlich verifiziert! Weiter geht's!#TrauDichDeutschland #AfD #Btw17  *
8.41E+22;-0,5;0;Kriminalität: Polizei stellt Kriminalitätsstatistik für 2016 vor https://t.co/EKssK2i1oJ https://t.co/2VOCEAdjcH
8.85E+22;-0,5;0;Lebenszyklus eines Automobils wird künftig nicht 12-15  sondern 40-50 Jahre sein = drastische Konsequenzen für Industrie  Verbraucher  Klima
9.05E+22;-0,5;1;So wie Maas auf Bundesebene missbraucht SPD-Maly in Nürnberg sein Amt  um Parteipolitik zu machen #AfD #Hütter https://t.co/kzGjccx3Zo
8.63E+22;-0,5;1;CDU-geführtes Ministerium hielt schon 2015 #Schierke nicht für genehmigungsfähig. Jetzt gehören Akten u Fakten beim Parlament auf den Tisch!
9.04E+22;-0,5;1;Ein Trauerspiel gemeinsamer Ideenlosigkeit  sah @MatthiasHoehn von @dieLinke im #TVDuell https://t.co/iW4SFgM2jr
8.88E+22;-0,5;1;Amnesty International in der Türkei: Unsere Arbeit wird als Straftat angesehen https://t.co/K1t45umdpJ
8.46E+22;-0,5;1;Nächste politische Schlappe für US-Präsident Trump https://t.co/1QFLmztmJC
9.11E+22;-0,5;1;@jensspahn scheint viel mit Darkposts für AfD Klientel zu arbeiten. Nicht vertrauenswürdig. #diwokiel #hateandfake
8.59E+22;-0,5;1;Wo Deutschland rechts wählt - Unsere interaktive Anwendung ist für den Grimme Online Award nominiert.https://t.co/I8T5P
9.14E+22;-0,5;0;Bisher so Mario Voigt zum Thüringer Hochschulgesetz. @cdu_fraktion_th wieder nur #Dagegenpartei im #plenumth https://t.co/yLci85xL3r
8.41E+22;-0,5;1;Während Flüchtlingskosten astronomische Höhen erreichen bleiben andere notwendige Investitionen auf der Strecke.
8.77E+21;-0,5;1;Damit liegt der Landesmindestlohn weiter oberhalb des Mindest-Mindestlohns - #r2g macht's! https://t.co/MUEXY8QWHE
9.20E+22;-0,5;1;Also ein #Rechtsruck der #SPD!? @CSU https://t.co/s0w1hq1Kg6
9.16E+22;-0,5;1;Lieber @hubertus_heil wer beim Weglaufen vor Verantwortung Rekorde aufstellt  sollte anderen nicht erklären wollen was Verantwortung heißt.
8.83E+22;-0,5;1;Tränengas-Opfer und ein Verletzter werden vor meinem Büro versorgt. Bin nicht mehr auf dem Schulterblatt – zu gefährlich.
9.07E+21;-0,5;1;.@SabineSmentek Wollen keine dummen Online-Verfahren a la pdf ausdrucken  unterschreiben und einscannen. #eGoverment #KTdat
8.41E+22;-0,5;1;@pedroparralc Sie haben kein Herz.
9.14E+22;-0,5;1;Die Überschrift könnte von @Der_Postillon sein. https://t.co/YFml2vtpmC
9.19E+22;-0,5;1;Sehen die #deutschen #Sparer anders: #Schäuble vernichtete ihr Erspartes. #Euro #BlaueWende #freiundkonservativ https://t.co/POZ5yx5shU
9.04E+22;-0,5;1;#weltändern Zu Gast bei der @gjberlin zum Thema Netzpolitik und #StopKinderarmut #DarumGrün #BTW17 https://t.co/W98V4BBAef
8.45E+22;-0,5;1;Kein Gift auf unsere Äcker und Teller! https://t.co/5weskbh84w #glyphosat #Monsanto https://t.co/FZdO6hyDOw
8.80E+22;-0,5;1;Es beömmeln sich AfD  CDU und Herr Treptow.
8.52E+21;-0,5;1;Die Linie der Arbeitslosen zeigt nach unten  die Linie der Armen zugleich nach oben. Es muss also politisch etwas faul sein.
8.66E+22;-0,5;1;Stresemannstraße für Gefahrguttransporte sperren! https://t.co/UJ21eHkbzJ https://t.co/Ngbp0lktV2
8.42E+22;-0,5;1;@Kabarette_de Ich danke Ihnen. Lassen Sie uns gemeinsam mit den vielen anderen die Stimme sein  die in den #Erdogan-Medien nicht vorkommen.
8.60E+22;-0,5;1;Das eindeutige Signal von KPMG gab es schon am 20. April: Gesamtrisikofaktor: hoch #hahn #Landtag
8.66E+22;-0,5;1;Dass die Rechtschreibung nicht einfach ist  das würde auch mit Schulz nicht besser! https://t.co/Zp2fQaCcsn
8.68E+22;-0,5;1;Der wahre Grund für das Leiden in Gaza liegt bei der Hamas https://t.co/vTMVuaWKdN via @tagesanzeiger
9.17E+22;-0,5;1;Wir lassen uns nicht länger diskriminieren!#FriedrichstadtPalast #AfD https://t.co/l61a3q2vcW
8.29E+22;-0,5;1;Das Bsp #Myanmar zeigt: es braucht gesetzliche menschrechtliche #Sorgfaltspflichten für internationale #Lieferketten https://t.co/vMIcCrACJB
8.70E+21;-0,5;1;Was kostet der Verzicht auf Klimaschutz? https://t.co/twmJ8JhGR3
8.89E+22;-0,5;1;Meine Kl. Anfrage zur Identitären Bewegung zeigt: 1/3 sind polizeibekannt. Gewaltbereitschaft nicht unterschätzen! https://t.co/YYzfDWImqz
8.47E+17;-0,5;1;Jetzt bei den Streikenden der Systemgastronomie mit der @GewerkschaftNGG . Gute Arbeit für gute Löhne! https://t.co/Jqf6Q9yTb1
8.70E+21;-0,5;1;Wer gearbeitet hat  muss später mehr haben. #AfD gegen #Altersarmut! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> #Rente #Sozialpolitik https://t.co/1XuNlY1yz1 
9.20E+22;-0,5;1;In der Niederlage zeigt die #CDU doch Stärke : https://t.co/IuOJJllujs
9.10E+22;-0,5;1;Irgendwann sollte jemand die öffentlich-rechtlichen Sender erinnern  dass die so hofierte #AfD sie permanent denunziert &amp  abschaffen will. <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63>
8.83E+22;-0,5;1;Attac-Aktion an der Deutschen Bank: Läuft! #NoG20 #BlockG20 https://t.co/BiVpWYBmnR
8.79E+22;-0,5;1;Heil Schulz https://t.co/DzA6naucF0
8.80E+22;-0,5;1;Danke! Damit sind die für mich üblen Gerüchte  wonach die #AfD diesen Waschlappen #Laschet wählt  endlich vom Tisch. https://t.co/O4b1rnIDo0
8.93E+22;-0,5;1;Der #Dieselgipfel hat getagt  die Ergebnisse liegen vor. Mit viel Luft nach oben: https://t.co/lHe5Z2vjOX #dorodirekt #doroistda
9.19E+22;-0,5;1;Bedankt @amgbeurskens . Samen Werken vor een #Grenzregion Zünder grenzen! https://t.co/ri7bEAoAAr
8.67E+22;-0,5;1;Die #Klimakrise lässt sich nicht durch schöne Worte abwenden. #Bundesregierung muss schnellstmöglich Maßnahmen ergreifen.
9.07E+22;-0,5;1;Wissmann Oberlobbyist aller Lobbyisten klagt über Klima-Lobbyismus also über Leute die dafür streiten dass dieser Planet <ed><U+00A0><U+00BC><ed><U+00BC><U+008E> bewohnbar bleibt
8.81E+22;-0,5;1;Haft wegen Verweigerung des #Rundfunkbeitrag:„Und in meiner Zelle stand ein Fernseher“ https://t.co/36N4j8HAUC
8.99E+22;-0,5;1;Junge Französinnen machen massiven Ärger in den Freibädern. Sowas aber auch. Diese Französinnen sind männerphob. https://t.co/ZRcvkSxV7P
8.89E+22;-0,5;1;AfD Sachsen: Studie bestätigt Volkserziehungscharakter der Medien! #AfD #Hütter https://t.co/jN7ZbjDCP1 https://t.co/ZtoZdQY1Hj
8.50E+21;-0,5;1;Aha  Radfahrer sind also keine Bürger. https://t.co/apLHYnlaVQ
8.55E+22;-0,5;1;erbärmlich  aber karrierefördernd - Selbstdiffamierung: @JensSpahn fordert mehr Family statt Gender-Mainstreaming https://t.co/Yj71P7dJTh
8.84E+22;-0,5;1;Wir verurteilen die rechtswidrige Kontrolle und Abfilmung ALLER Reisenden des Sonderzugs! #NoG20
9.00E+22;-0,5;1;Bei #ueberzeugtuns behauptet @katjakipping  #R2G würde in Berlin genug für Wohnungsbau tun. Quatsch! Bisher verhindert der Senat diesen! TC
9.04E+22;-0,5;1;Wann kommt der Klimawandel endlich im Norden an? #Sommer2017
8.78E+22;-0,5;1;Martin Sellner blamiert sich beim Prozess gegen Andreas Karsten von der Kontrakultur Halle https://t.co/mT2BILXsIc
8.67E+22;-0,5;1;Man nimmt der #SPD den Willen zur Entlastung der #Bürger einfach nicht ab! Entlastung war für sie stets das Böse schlechthin.
8.25E+22;-0,5;1;#Steinmeier: Opposition ist Mist  aber sie ist der Dünger der Demokratie! https://t.co/VbqXS6393o
9.17E+21;-0,5;1;Aus KEINEM europäischen Land sollten geflüchtete #Kurden in die Türkei oder den #Iran abgeschoben werden! #RefugeesWelcome #K
9.08E+22;-0,5;0;Sachverständiger #Jongen #AfD : Es gibt Gruppenzugehörigkeiten die sich durch Vererbung über die Jahre stabilisieren. #EnqueteRassismus
8.94E+22;-0,5;1;Weil hat es verbockt und muss zurücktreten.Verantwortung als Reg.-Chef ist es  d. Reg.-Mehrheit zusammen zu halten. Dabei ist er gescheitert
9.02E+22;-0,5;0;Im Vereinsheim der Sportfreunde Stuckenbusch. Erinnerte mich wehmütig an meine Fussballkarriere im Ruhrpott. <f0><U+009F><U+0098><U+0089> https://t.co/VMcejdie6g
9.17E+22;-0,5;1;Der versucht #Jamaika abzuschiessen um dann #Groko ohne #Merkel zu machen https://t.co/M7NBzivwE2
8.44E+22;-0,5;1;Viele Studien  die #Glyphosat Unbedenklichkeit attestieren stammen von Forschern  die #Monsanto nahe stehen! https://t.co/6h7
8.83E+22;-0,5;1;Versammlung Bergstraße wird polizeilich aufgelöst. Anwendung Zwang angedroht. 4 Minuten Frist #G20 #NoG20
9.13E+22;-0,5;1;Ich habe nix gegen erhöhte Frauenquoten in der Führung @spdde. Aber eure neue Personalentscheidungen sind prähistorisch u. ein Weiter so <f0><U+009F><U+0098><U+0095>
8.93E+22;-0,5;1;PM von MdB Patzelt und mit zu Verhaftungen in #Vietnam: Menschenrechtler Nguyen Bac Truyen sofort freilassen https://t.co/nv4D5Nmell
8.49E+22;-0,5;1;Die Ursachen und Methoden des Terrors können nur gemeinsam bekämpft werden. #StPetersburgMetro… https://t.co/orQgJxJPg7
8.80E+22;-0,5;1;Schockierende #Sozialerhebung: Nach 12 Jahren #GroKo / #SchwarzGelb ist #BAföG nur noch Schatten seiner selbst. PM: https://t.co/7kEBmFITp8
8.58E+22;-0,5;1;Was für eine Posse: @BoehningB reist für Steuergeld in die USA  @airbnb_de hätte er auch in #Berlin treffen können. https://t.co/C5FCogRT53
8.95E+22;-0,5;0;Meldung :: IG Metall Berlin: #Tegelschliessen - Zukunft öffnen  https://t.co/3LTw9Kka81
8.50E+22;-0,5;1;Wie findet man eigentlich #bots auf #Twitter? Einfach mal nach #Merkel und #refugees suchen. https://t.co/L5mIsVUkaV
9.04E+22;-0,5;1;.@MartinSchulz Man bringt die Demokratie nicht im Schlafwagen voran #TVDuell @JUSOS_BXL
8.17E+22;-0,5;1;Wo sind die Papiere? Weise spricht von doppeltem Spiel der Flüchtlinge https://t.co/qvBITN1xpO https://t.co/bjfAxUj74C
8.47E+22;-0,5;1;Prof. Fratzscher: bedingungsloses Grundeinkommen wäre eine gesellschaftliche Bankrotterklärung. Das sehe ich ganz genauso.
8.54E+22;-0,5;1;Was haben #Welt und #Stürmer gemeinsam? Auf jeden Fall diffamierende und hohle Überschriften! #AfD wählenhttps://t.co/WofbGrGlGq
9.03E+22;-0,5;1;#r2g in Thüringen: Wer fliegt als nächstes? #Schleudersitz #Ramelow https://t.co/HSstneZJL6
8.93E+22;-0,5;1;#VierumVier<f0><U+009F><U+0095><U+0093> Zeit für eine #FahndungErkennen Sie diese 4 Schläger vom U-Bahnhof #Mehringdamm in #Kreuzberg?https://…
8.70E+22;-0,5;1;#SPD will Einbruchkriminalität bekämpfen. In #Niedersachsen ist Aufklärungsquote um 5% gesunken seit #Pistorius im Amt. #nurmalso
8.88E+21;-0,5;1;Wasserprivatisierung in #Griechenland:Wir haben eben eine Petition mit 190.000 Unterschriften in Brüssel übergeben.https://t.co/wTL2faLSRo
8.55E+22;-0,5;1;Ich finde die staatliche Verfolgung von Menschen aufgrund ihrer sexuellen Orientierung infam und abscheulich. https://t.co/8Fu7OUnGES
8.22E+22;-0,5;1;Höcke Rede: „AfD ist Partei der Eliten – mit nationalistischem Getöse“ Podcast + Artikelhttps://t.co/7sF8acEfR1
8.57E+22;-0,5;1;Was nun? Ist doch klar: wenn wir es sagen bleibt es Hetze. Aber- stimmt halt. https://t.co/kh1oegCuZg
8.63E+22;-0,5;0;Ich kann mir zum #Muttertag Schlimmeres vorstellen #esc2017
8.59E+22;-0,5;1;@ArminLaschet ist doch verantwortlich dafür dass die Planer alle rausgeschmissen wurden #nrwir
9.18E+22;-0,5;1;Beatrix von Storch: „Antisemitismus hat in der AfD keinen Platz!“
8.74E+21;-0,5;1;Ca 40 Mrd. € versenkt: Können wir uns diesen Finanzminister noch leisten? @JTrittin &amp ich zu #CumEx &amp #Atomsteuer. https://t.co/oTkOg6mqYV
